A,N,N_minus_Z,Q_2beta_minus_calculable,Q_2beta_minus_estimated,Q_2beta_minus_keV,Q_2beta_minus_unc_keV,Q_4beta_minus_calculable,Q_4beta_minus_estimated,Q_4beta_minus_keV,Q_4beta_minus_unc_keV,Q_alpha_calculable,Q_alpha_estimated,Q_alpha_keV,Q_alpha_unc_keV,Q_beta_minus_n_calculable,Q_beta_minus_n_estimated,Q_beta_minus_n_keV,Q_beta_minus_n_unc_keV,Q_d_alpha_calculable,Q_d_alpha_estimated,Q_d_alpha_keV,Q_d_alpha_unc_keV,Q_ep_calculable,Q_ep_estimated,Q_ep_keV,Q_ep_unc_keV,Q_n_alpha_calculable,Q_n_alpha_estimated,Q_n_alpha_keV,Q_n_alpha_unc_keV,Q_p_alpha_calculable,Q_p_alpha_estimated,Q_p_alpha_keV,Q_p_alpha_unc_keV,S_2n_calculable,S_2n_estimated,S_2n_keV,S_2n_unc_keV,S_2p_calculable,S_2p_estimated,S_2p_keV,S_2p_unc_keV,S_n_calculable,S_n_estimated,S_n_keV,S_n_unc_keV,S_p_calculable,S_p_estimated,S_p_keV,S_p_unc_keV,Symbol,Z,atomic_mass_estimated,atomic_mass_micro_u,atomic_mass_u,atomic_mass_unc_micro_u,beta_decay_energy_estimated,beta_decay_energy_keV,beta_decay_energy_unc_keV,beta_decay_mode,binding_energy_per_A_estimated,binding_energy_per_A_keV,binding_energy_per_A_unc_keV,decay_modes,discovery_year,half_life_estimated,half_life_raw,half_life_s,half_life_unc_raw,half_life_unit,mass_excess_estimated,mass_excess_keV,mass_excess_unc_keV,origin,source_dataset,source_file,spin_parity,spin_parity_measured,spin_parity_systematics
104,62,20,True,False,7752.0157,9.236,True,False,9051.3752,9.0095,True,False,-6395.9277,12.0704,True,False,-3811.1455,13.2402,True,False,6665.3242,9.2562,True,False,-19823.7253,12.8231,True,False,-1536.3587,12.1986,True,False,3411.7954,9.6671,True,False,12925.5182,12.1802,True,False,23340.263,12.4928,True,False,7460.7344,12.8231,True,False,12604.0513,9.7408,Mo,42,False,913747.443,103.913747443,9.566,False,2155.2212,24.1665,B-,False,8527.9063,0.0857,B-=100,1962,False,60,60.0,2,s,False,-80343.748,8.911,,AME2020,mass_1.mas20,0+,False,False
104,61,18,True,False,4460.375,24.9914,True,False,2617.501,25.2364,True,False,-5132.6391,26.1329,True,False,-3303.1194,24.8889,True,False,11772.7037,26.2352,True,False,-14759.2725,25.1943,True,False,2038.9211,25.166,True,False,5885.0378,24.8877,True,False,14068.6838,26.4644,True,False,20778.6462,25.0123,True,False,5966.3668,26.6806,True,False,8833.6086,26.5399,Tc,43,False,911433.718,103.911433718,26.716,False,5596.7945,24.937,B-,False,8541.107,0.2393,B-=100,1956,False,18.3,1098.0,0.3,m,False,-82498.969,24.886,,AME2020,mass_1.mas20,(3-),False,False
104,60,16,True,False,1299.3594,2.6853,True,False,-4127.3722,3.0067,True,False,-4327.6506,2.4953,True,False,-8135.3761,3.3633,True,False,7187.9649,8.9582,True,False,-14430.4031,9.5551,True,False,1070.5903,2.4962,True,False,3112.8844,24.1291,True,False,15131.9648,2.4923,True,False,19112.84,8.6719,True,False,8899.9139,2.4916,True,False,10780.8143,9.4868,Ru,44,False,905425.312,103.905425312,2.682,False,-1136.4195,3.3643,B-,False,8587.3998,0.024,IS=18.62 27;2B- ?,1931,False,stbl,inf,,,False,-88095.763,2.498,,AME2020,mass_1.mas20,0+,False,False
104,59,14,True,False,-1842.874,4.8035,True,False,-10776.6693,6.2174,True,False,-3363.3087,2.6606,True,False,-7573.6818,2.3941,True,False,12857.8978,2.2659,True,False,-9644.3948,10.0657,True,False,5031.6509,24.1068,True,False,5862.8239,2.2664,True,False,16318.664,6.7855,True,False,16964.3648,9.4394,True,False,6998.9566,0.0814,True,False,6981.1474,2.2612,Rh,45,False,906645.309,103.906645309,2.471,False,2435.7789,2.6595,B-,False,8568.9501,0.0221,B-=99.55 10;B+=0.45 10,1939,False,42.3,42.3,0.4,s,False,-86959.344,2.303,-n,AME2020,mass_1.mas20,1+,False,False
104,58,12,True,False,-5426.7316,2.1412,True,False,-17768.0657,5.8984,True,False,-2592.6475,1.3762,True,False,-12663.7386,4.311,True,False,8099.0002,6.5464,True,False,-9416.9263,1.4021,True,False,4209.392,1.3942,True,False,2881.3603,5.9915,True,False,17634.796,1.3957,True,False,14866.6302,1.395,True,False,10009.4607,1.5948,True,False,8652.3885,2.6583,Pd,46,False,904030.393,103.904030393,1.434,False,-4278.6529,4.0,B-,False,8584.8485,0.0129,IS=11.14 8,1935,False,stbl,inf,,,False,-89395.123,1.336,+n,AME2020,mass_1.mas20,0+,False,False
104,57,10,True,False,-8933.7953,7.1512,True,True,-25822.0,102.0,True,False,-1950.2558,18.6092,True,False,-12536.1617,4.5896,True,False,13497.3001,4.2365,True,False,-4373.7356,4.8028,True,False,7942.3602,7.204,True,False,5179.7299,6.232,True,False,19012.4045,9.1951,True,False,12911.0961,7.6717,True,False,8385.0857,5.8809,True,False,4948.4608,4.3062,Ag,47,False,908623.715,103.908623715,4.527,False,-1148.0787,4.537,B-,False,8536.185,0.0406,B+=100,1955,False,69.2,4152.0,1.0,m,False,-85116.47,4.217,-,AME2020,mass_1.mas20,5+*,True,False
104,56,8,True,False,-12341.3341,5.9836,True,False,-34341.5607,317.6139,True,False,-1180.6348,17.716,True,False,-17407.3123,9.1349,True,False,8989.1173,8.3404,True,False,-3800.3821,1.8893,True,False,7110.1556,4.8834,True,False,2230.0481,5.1192,True,False,20451.3259,2.3583,True,False,10643.3704,1.7244,True,False,11388.083,2.4649,True,False,6454.66,4.4268,Cd,48,False,909856.228,103.909856228,1.795,False,-7785.7166,6.0127,B-,False,8517.6232,0.0161,B+=100,1955,False,57.7,3462.0,1.0,m,False,-83968.391,1.673,,AME2020,mass_1.mas20,0+,False,False
104,55,6,True,True,-16888.0,102.0,False,False,,,True,False,-469.6211,7.6389,True,True,-17162.0,101.0,True,False,14187.8339,6.0098,True,False,1331.0567,7.0818,True,False,10798.1117,7.534,True,False,4517.8461,5.9645,True,False,21630.4151,7.3665,True,False,8513.9152,10.0059,True,False,9621.5957,10.6772,True,False,2820.0194,6.0524,In,49,False,918214.538,103.918214538,6.2,False,-4555.6174,8.1461,B-,False,8435.238,0.0555,B+=100,1977,False,1.80,108.0,0.03,m,False,-76182.675,5.775,x,AME2020,mass_1.mas20,(5+)*,True,False
104,54,4,True,False,-22000.2266,317.6614,False,False,,,True,False,142.6223,5.9847,True,True,-23028.0,300.0,True,False,9778.6454,7.3428,True,False,1735.598,6.0235,True,False,9855.8106,5.9352,True,False,1781.8994,13.0003,True,False,22834.7977,100.2692,True,False,6545.2978,5.9807,True,True,12606.0,101.0,True,False,4283.6312,10.6608,Sn,50,False,923105.195,103.923105195,6.167,True,-12332.0,102.0,B-,False,8383.9114,0.0552,B+=100,1985,False,20.8,20.8,0.5,s,False,-71627.057,5.745,,AME2020,mass_1.mas20,0+,False,False
104,53,2,False,False,,,False,False,,,True,True,2458.0,101.0,False,False,,,True,True,16351.0,143.0,True,True,8049.0,101.0,True,True,14897.0,102.0,True,True,5875.0,317.0,True,True,24337.0,412.0,True,True,3178.0,102.0,True,True,10696.0,317.0,True,False,-508.687,14.5426,Sb,51,True,936344.0,103.936344,109.0,True,-9668.0,333.0,B-,True,8258.0,1.0,B+=?;B+p<7;p<7;A ?,1995,False,470,0.47000000000000003,130,ms,True,-59295.0,101.0,+a,AME2020,mass_1.mas20,,False,False
104,52,0,False,False,,,False,False,,,True,False,5096.3997,208.0163,False,False,,,True,True,12184.0,510.0,True,True,10177.0,333.0,True,False,16325.196,436.8966,False,False,,,False,False,,,True,False,-730.1229,333.0116,False,False,,,True,True,246.0,437.0,Te,52,False,946723.408,103.946723408,340.967,False,,,B-,False,8157.3256,3.0539,A=100,2018,False,<4,,,ns,False,-49626.831,317.609,-a,AME2020,mass_1.mas20,0+,False,False
105,67,29,True,True,23268.0,500.0,True,True,39140.0,500.0,True,True,-12035.0,707.0,True,True,7818.0,539.0,True,True,5681.0,640.0,False,False,,,False,False,,,True,True,3926.0,507.0,True,True,7053.0,539.0,False,False,,,True,True,2502.0,583.0,True,True,18029.0,707.0,Sr,38,True,959001.0,104.959001,537.0,True,12380.0,640.0,B-,True,8152.0,5.0,B-=100;B-n ?;B-2n ?,1997,False,39,0.039,5,ms,True,-38190.0,500.0,x,AME2020,mass_1.mas20,5/2+#,False,True
105,66,27,True,True,19346.0,400.0,True,True,31716.0,401.0,True,True,-10427.0,400.0,True,True,7076.0,400.0,True,True,7421.0,447.0,True,True,-30409.0,640.0,True,True,-7671.0,408.0,True,True,6453.0,405.0,True,True,8255.0,400.0,True,True,31988.0,565.0,True,True,4561.0,447.0,True,True,14099.0,500.0,Y,39,True,945711.0,104.945711,429.0,True,10888.0,400.0,B-,True,8262.0,4.0,B-=100;B-n<82;B-2n ?,1994,False,95,0.095,9,ms,True,-50570.0,400.0,x,AME2020,mass_1.mas20,5/2+#,False,True
105,65,25,True,False,15872.5139,15.1202,True,False,24476.2692,12.3653,True,False,-8558.2752,14.784,True,False,2281.4048,12.2408,True,False,7709.5668,16.4992,True,True,-24988.0,300.0,True,False,-3652.5603,68.1521,True,False,4578.4228,12.7793,True,False,9791.9164,15.221,True,True,28756.0,201.0,True,False,3811.9319,15.2776,True,True,14667.0,201.0,Zr,40,False,934021.832,104.934021832,13.0,False,8457.2728,12.7625,B-,False,8358.598,0.1153,B-=100;B-n<2,1992,False,670,0.67,28,ms,False,-61458.274,12.11,x,AME2020,mass_1.mas20,1/2+#,False,True
105,64,23,True,False,12370.7568,35.491,True,False,17935.7235,4.7341,True,False,-7285.6759,8.1461,True,False,2356.8831,9.7789,True,False,8604.254,10.064,True,True,-23125.0,200.0,True,False,-3096.5031,5.7343,True,False,6529.9355,9.6396,True,False,11029.5152,5.5991,True,False,26036.4551,11.9078,True,False,6175.8681,4.4055,True,False,11486.8577,10.1495,Nb,41,False,924942.577,104.924942577,4.324,False,7415.2411,9.9106,B-,False,8431.6925,0.0384,B-=100;B-n=1.7 9,1984,False,2.91,2.91,0.05,s,False,-69915.547,4.028,x,AME2020,mass_1.mas20,(5/2+),False,False
105,63,21,True,False,8603.7553,9.383,True,False,11087.1172,9.1258,True,False,-6594.7166,12.3043,True,False,-2903.1367,26.4811,True,False,8408.6869,9.873,True,False,-18902.0988,12.9903,True,False,-102.9585,12.596,True,False,3831.5324,9.3951,True,False,12519.0923,12.9237,True,False,24099.7363,12.9237,True,False,5058.358,12.703,True,False,12808.7621,9.2293,Mo,42,False,916981.989,104.91698198899999,9.721,False,4955.5157,35.0307,B-,False,8494.863,0.0862,B-=100,1962,False,36.3,36.3,0.8,s,False,-77330.788,9.055,,AME2020,mass_1.mas20,(5/2-),False,False
105,62,19,True,False,5564.9667,35.3261,True,False,4784.545,35.5541,True,False,-5819.7313,35.4604,True,False,-2261.858,35.2787,True,False,9378.8351,36.4487,True,False,-17764.2779,35.308,True,False,-341.6363,35.3519,True,False,6138.6175,36.2274,True,False,13825.0192,36.532,True,False,21835.578,35.4805,True,False,7858.6525,43.1423,True,False,9231.5267,36.3692,Tc,43,False,911662.024,104.911662024,37.856,False,3648.2396,35.2787,B-,False,8534.6074,0.3358,B-=100,1955,False,7.64,458.4,0.06,m,False,-82286.303,35.263,,AME2020,mass_1.mas20,(3/2-),False,False
105,61,17,True,False,2483.3619,2.5931,True,False,-1600.6935,2.8601,True,False,-4839.5072,2.4972,True,False,-7046.517,3.365,True,False,9380.1844,9.4875,True,False,-12879.7663,9.2363,True,False,3272.7249,8.6722,True,False,3502.4336,8.9588,True,False,14810.0114,2.4926,True,False,19558.1536,9.5553,True,False,5910.0975,0.1118,True,False,10724.545,24.9371,Ru,44,False,907745.478,104.907745478,2.683,False,1916.7271,2.8508,B-,False,8561.9016,0.0238,B-=100,1945,False,4.439,15980.4,0.011,h,False,-85934.543,2.499,,AME2020,mass_1.mas20,3/2+,False,False
105,60,15,True,False,-780.4217,5.1764,True,False,-8210.6879,10.5474,True,False,-3931.5933,24.1321,True,False,-6527.4652,2.4481,True,False,10126.7046,2.5245,True,False,-12641.2722,24.9858,True,False,2368.0535,9.315,True,False,6119.2199,2.522,True,False,15962.2007,3.3874,True,False,17825.2919,9.906,True,False,8963.2442,3.3884,True,False,7044.4777,2.851,Rh,45,False,905687.787,104.905687787,2.685,False,566.6347,2.3459,B-,False,8572.7053,0.0238,B-=100,1945,False,35.341,127227.6,0.019,h,False,-87851.27,2.502,,AME2020,mass_1.mas20,7/2+,False,False
105,59,13,True,False,-4084.0553,1.7949,True,False,-15079.9033,4.1311,True,False,-2884.708,1.2057,True,False,-11372.7529,4.0608,True,False,10324.6077,2.5645,True,False,-7611.1124,2.5924,True,False,6334.9322,1.2066,True,False,3229.4665,6.5088,True,False,17103.5607,1.433,True,False,15728.6793,1.2148,True,False,7094.1,0.7,True,False,8747.5319,2.5658,Pd,46,False,905079.479,104.905079479,1.222,False,-1347.0564,4.6695,B-,False,8570.6509,0.0108,IS=22.33 8,1935,False,stbl,inf,,,False,-88417.905,1.138,,AME2020,mass_1.mas20,5/2+*,True,False
105,58,11,True,False,-7430.2663,11.2086,True,False,-23055.3573,22.2945,True,False,-2083.3363,7.3998,True,False,-11173.7752,4.8417,True,False,11096.9389,4.6275,True,False,-7400.4755,5.0936,True,False,5358.8698,7.8565,True,False,5696.1698,4.5627,True,False,18410.7821,6.119,True,False,13617.0851,5.0929,True,False,10025.6965,6.1883,True,False,4964.6966,4.7217,Ag,47,False,906525.604,104.906525604,4.877,False,-2736.9989,4.3618,B-,False,8550.3708,0.0433,B+=100,1939,False,41.29,3567456.0,0.07,d,False,-87070.848,4.544,,AME2020,mass_1.mas20,1/2-*,True,False
105,57,9,True,False,-10995.848,4.208,True,False,-31522.3408,300.0229,True,False,-1326.6206,4.7948,True,False,-16222.4929,5.9406,True,False,11179.66,4.3285,True,False,-2227.6976,1.9266,True,False,9215.5158,1.4534,True,False,2776.9073,8.2886,True,False,19824.8593,2.2837,True,False,11454.8114,1.6456,True,False,8436.7762,2.1762,True,False,6506.3505,4.4398,Cd,48,False,909463.893,104.909463893,1.494,False,-4693.2673,10.3405,B-,False,8516.8532,0.0133,B+=100,1950,False,55.5,3330.0,0.4,m,False,-84333.849,1.392,,AME2020,mass_1.mas20,5/2+*,True,False
105,56,7,True,False,-15625.091,24.112,False,False,,,True,False,-731.1138,11.3313,True,False,-16084.843,11.7471,True,False,11721.8512,10.4052,True,False,-1813.0832,11.0804,True,False,8252.5216,13.1055,True,False,4883.1746,10.3804,True,False,21150.8212,13.6249,True,False,9415.8219,11.0357,True,False,11529.2255,11.7619,True,False,2961.1619,10.3821,In,49,False,914502.322,104.914502322,11.0,False,-6302.5807,10.9891,B-,False,8464.7045,0.0976,B+=100,1975,False,5.07,304.20000000000005,0.07,m,False,-79640.582,10.246,x,AME2020,mass_1.mas20,9/2+*,True,False
105,55,5,True,False,-20526.4928,300.046,False,False,,,True,False,73.5483,4.2416,True,True,-22115.0,102.0,True,False,12005.2026,9.8193,True,False,3341.4188,4.3091,True,False,11968.1023,4.3051,True,False,2220.9494,6.0565,True,True,22388.0,100.0,True,False,7264.3172,4.3644,True,False,9782.2623,6.9839,True,False,4444.2978,7.0088,Sn,50,False,921268.421,104.921268421,4.263,False,-9322.5103,22.1849,B-,False,8397.229,0.0378,B+=100;B+p=0.011 4,1981,False,32.7,32.7,0.5,s,False,-73338.001,3.971,,AME2020,mass_1.mas20,(5/2+),False,False
105,54,3,False,False,,,False,False,,,True,False,2104.4944,24.7468,True,False,-22459.9786,318.3586,True,True,13788.0,103.0,True,False,4878.2125,22.5777,True,False,12325.8067,22.3005,True,False,5783.4597,102.4564,True,True,23488.0,301.0,True,False,3961.0362,23.6019,True,True,12792.0,104.0,True,False,-322.595,22.4711,Sb,51,False,931276.547,104.931276547,23.431,False,-11203.9825,300.8126,B-,False,8300.9923,0.2079,B+=100;p<0.1;B+p ?,1994,False,1.12,1.12,0.16,s,False,-64015.491,21.827,+a,AME2020,mass_1.mas20,(5/2+),False,False
105,53,1,False,False,,,False,False,,,True,False,5069.1999,3.0,False,False,,,True,True,14570.0,424.0,True,False,11526.5775,300.0747,True,False,17769.7892,316.2795,True,True,3152.0,500.0,False,False,,,True,True,297.0,316.0,True,False,11255.9961,436.9069,True,True,806.0,317.0,Te,52,False,943304.516,104.943304516,322.084,False,,,B-,False,8186.8368,2.8573,A~100,2006,False,633,6.33e-07,66,ns,False,-52811.509,300.02,-a,AME2020,mass_1.mas20,(7/2+),False,False
106,68,30,True,True,24449.0,632.0,True,True,41828.0,600.0,False,False,,,True,True,8198.0,721.0,True,True,3861.0,781.0,False,False,,,False,False,,,True,True,3724.0,721.0,True,True,6683.0,671.0,False,False,,,True,True,4181.0,781.0,False,False,,,Sr,38,True,963177.0,105.963177,644.0,True,11490.0,781.0,B-,True,8114.0,6.0,B-=100;B-n ?;B-2n ?,2010,False,21,0.021,8,ms,True,-34300.0,600.0,x,AME2020,mass_1.mas20,0+,False,False
106,67,28,True,True,20412.0,500.0,True,True,33986.0,500.0,True,True,-10963.0,507.0,True,True,7597.0,500.0,True,True,8680.0,583.0,False,False,,,True,True,-6984.0,640.0,True,True,6354.0,539.0,True,True,7853.0,539.0,True,True,32918.0,707.0,True,True,3292.0,640.0,True,True,14889.0,707.0,Y,39,True,950842.0,105.950842,537.0,True,12959.0,539.0,B-,True,8215.0,5.0,B-=100;B-n ?;B-2n ?,1997,False,75,0.075,6,ms,True,-45790.0,500.0,x,AME2020,mass_1.mas20,2+#,False,True
106,66,26,True,True,17379.0,200.0,True,True,27574.0,200.0,True,True,-9015.0,211.0,True,True,3095.0,200.0,True,True,6041.0,283.0,True,True,-27848.0,539.0,True,True,-5823.0,283.0,True,True,4572.0,201.0,True,True,9174.0,200.0,True,True,29568.0,361.0,True,True,5362.0,201.0,True,True,15468.0,447.0,Zr,40,True,936930.0,105.93693,215.0,True,7453.0,200.0,B-,True,8330.0,2.0,B-=100;B-n<7,1994,False,179,0.179,6,ms,True,-58749.0,200.0,x,AME2020,mass_1.mas20,0+,False,False
106,65,24,True,False,13573.5743,12.3311,True,False,20159.9781,5.5716,True,False,-7454.9528,4.3198,True,False,3056.7913,9.1653,True,False,10225.7887,9.4229,True,True,-22922.0,400.0,True,False,-2099.2425,11.2949,True,False,6470.3705,9.3308,True,False,10534.3178,2.2577,True,True,26701.0,200.0,True,False,4358.4497,4.2647,True,False,12033.3756,12.1926,Nb,41,False,928928.505,105.928928505,1.52,False,9925.3249,9.2388,B-,False,8393.2657,0.0134,B-=100;B-n=4.5 3,1976,False,900,0.9,20,ms,False,-66202.678,1.416,,AME2020,mass_1.mas20,1-#,False,True
106,64,22,True,False,10195.2494,10.6023,True,False,13779.5397,9.1963,True,False,-6971.4921,12.6496,True,False,-1913.0178,36.4253,True,False,6393.8004,9.3023,True,False,-21958.7005,15.1648,True,False,-2672.6074,12.9759,True,False,3764.7195,9.9414,True,False,11926.8915,12.7563,True,False,24988.2854,13.0422,True,False,6868.5336,12.8574,True,False,13501.4276,9.9788,Mo,42,False,918273.231,105.918273231,9.801,False,3648.2494,15.2778,B-,False,8479.5202,0.0861,B-=100,1969,False,8.73,8.73,0.12,s,False,-76128.003,9.13,x,AME2020,mass_1.mas20,0+,False,False
106,63,20,True,False,6586.4038,11.002,True,False,7166.1469,12.5455,True,False,-5902.9035,12.5045,True,False,-1913.0277,12.2883,True,False,11278.3022,15.1433,True,False,-17149.677,12.8918,True,False,898.8172,12.863,True,False,6042.1341,15.3336,True,False,13419.9197,27.7095,True,False,22543.1981,12.3791,True,False,5561.2672,37.3008,True,False,9734.436,15.2306,Tc,43,False,914356.674,105.914356674,13.15,False,6547.0,11.0,B-,False,8506.557,0.1156,B-=100,1965,False,35.6,35.6,0.6,s,False,-79776.253,12.25,+,AME2020,mass_1.mas20,"(1,2)(+#)",False,True
106,62,18,True,False,3584.2904,5.3359,True,False,808.9003,5.3366,True,False,-5187.3028,9.9011,True,False,-6543.3005,5.6951,True,False,6886.5235,25.4325,True,False,-16281.436,10.5343,True,False,277.4811,10.6826,True,False,3144.7229,10.9546,True,False,14370.1252,5.4776,True,False,20557.4469,10.4077,True,False,8460.0277,5.4773,True,False,11325.9202,35.642,Ru,44,False,907328.181,105.907328181,5.787,False,39.4038,0.2121,B-,False,8560.9406,0.0509,B-=100,1948,False,371.8,32123520.0,1.8,d,False,-86323.253,5.391,,AME2020,mass_1.mas20,0+,False,False
106,61,16,True,False,579.7431,6.0314,True,False,-5754.5066,13.2941,True,False,-4214.6509,10.4317,True,False,-6016.0696,5.3406,True,False,12443.9142,5.4769,True,False,-11365.324,35.6418,True,False,3887.6661,10.9543,True,False,5768.5665,5.3987,True,False,15545.9485,5.8527,True,False,18441.6295,25.4323,True,False,6582.7043,5.6941,True,False,7717.0845,5.4767,Rh,45,False,907285.879,105.907285879,5.786,False,3544.8865,5.3348,B-,False,8553.9317,0.0508,B-=100,1947,False,30.07,30.07,0.35,s,False,-86362.656,5.39,,AME2020,mass_1.mas20,1+,False,False
106,60,14,True,False,-2775.39,0.1024,True,False,-12553.8453,5.2096,True,False,-3226.024,1.1759,True,False,-10908.0125,4.6616,True,False,7762.6081,2.5515,True,False,-11261.971,2.5867,True,False,3006.0269,1.1844,True,False,2988.2178,2.5502,True,False,16655.0561,0.7548,True,False,16389.7215,2.586,True,False,9560.9561,0.2823,True,False,9345.2439,2.3555,Pd,46,False,903480.287,105.903480287,1.186,False,-2965.1434,2.8172,B-,False,8579.9934,0.0104,IS=27.33 3,1935,False,stbl,inf,,,False,-89907.543,1.106,,AME2020,mass_1.mas20,0+,False,False
106,59,12,True,False,-6334.2497,12.4985,True,False,-20469.0982,8.0391,True,False,-2583.9992,7.0827,True,False,-10679.868,3.3189,True,False,13163.5305,2.9131,True,False,-6380.1004,3.6682,True,False,6735.7082,3.7916,True,False,5378.636,3.139,True,False,17968.5656,4.9484,True,False,14560.9976,3.7925,True,False,7942.8691,5.4354,True,False,5813.4657,2.8278,Ag,47,False,906663.499,105.906663499,3.237,False,189.7534,2.819,B-,False,8544.6397,0.0285,B+~100;B- ?,1937,False,23.96,1437.6000000000001,0.04,m,False,-86942.399,3.016,,AME2020,mass_1.mas20,1+*,True,False
106,58,10,True,False,-9778.4553,5.2092,True,False,-28912.3939,100.5466,True,False,-1654.1057,1.175,True,False,-15562.8888,10.3057,True,False,8695.1242,4.0719,True,False,-6003.2191,0.3003,True,False,5971.2296,1.4058,True,False,2534.6047,4.2446,True,False,19306.3977,2.0041,True,False,12314.9721,0.7617,True,False,10869.6215,1.773,True,False,7350.2755,4.6612,Cd,48,False,906459.791,105.906459791,1.184,False,-6524.0031,12.1765,B-,False,8539.0492,0.0104,IS=1.245 22;2B+ ?,1935,False,stbl,inf,>1.1Zy,,False,-87132.153,1.104,,AME2020,mass_1.mas20,0+,False,False
106,57,8,True,False,-14134.8485,14.3184,True,True,-37309.0,400.0,True,False,-786.364,14.7054,True,False,-15341.4664,12.8551,True,False,14071.0486,12.3403,True,False,-826.2724,13.0382,True,False,9840.9549,12.8951,True,False,4907.5318,12.3597,True,False,20568.1112,13.5218,True,False,10069.6219,12.8393,True,False,9038.8857,15.9522,True,False,3563.2713,12.3049,In,49,False,913463.596,105.913463596,13.125,False,-3254.4521,13.2439,B-,False,8470.1213,0.1153,B+=100,1962,False,6.2,372.0,0.1,m,False,-80608.15,12.226,-,AME2020,mass_1.mas20,7+*,True,False
106,56,6,True,False,-19133.9387,100.6694,False,False,,,True,False,-118.9119,5.3555,True,False,-21409.5245,22.4125,True,False,9539.7841,7.6988,True,False,-308.8192,5.2778,True,False,8944.3309,5.4033,True,False,2142.7547,10.3231,True,False,21869.2765,7.6761,True,False,7963.2484,5.3588,True,False,12087.0142,6.4566,True,False,5002.0865,11.4415,Sn,50,False,916957.394,105.916957394,5.465,False,-10880.3964,9.0249,B-,False,8432.0383,0.048,B+=100,1975,False,1.92,115.19999999999999,0.08,m,False,-77353.698,5.091,,AME2020,mass_1.mas20,0+,False,False
106,55,4,True,True,-23174.0,400.0,False,False,,,True,False,1796.6786,8.7432,True,False,-21733.1107,300.1122,True,False,15864.563,9.4094,True,False,5878.3099,12.6697,True,False,13805.498,11.6696,True,True,5483.0,101.0,True,True,23321.0,102.0,True,False,4868.5687,9.4279,True,False,10529.1282,23.0637,True,False,424.2708,8.444,Sb,51,False,928637.979,105.928637979,8.0,False,-8253.5423,100.8163,B-,False,8322.0124,0.0703,B+=100,1981,False,600,0.6,200,ms,False,-66473.301,7.452,x,AME2020,mass_1.mas20,(2+),False,False
106,54,2,False,False,,,False,False,,,True,False,4290.2208,9.3537,False,False,,,True,True,11786.0,143.0,True,False,7829.2714,100.6189,True,True,14519.0,142.0,True,True,3315.0,316.0,True,False,24735.5644,333.1429,True,False,1170.6438,100.7046,True,False,13479.5684,316.4178,True,False,1493.2389,102.8825,Te,52,False,937498.521,105.937498521,107.934,True,-14920.0,412.0,B-,False,8236.7682,0.9485,A=100,1981,False,78,7.8e-05,11,us,False,-58219.759,100.541,-a,AME2020,mass_1.mas20,0+,False,False
106,53,0,False,False,,,False,False,,,True,True,5375.0,565.0,False,False,,,True,True,17038.0,510.0,True,True,13427.0,400.0,True,True,19017.0,500.0,False,False,,,False,False,,,True,True,-1417.0,412.0,False,False,,,True,True,-2223.0,500.0,I,53,True,953516.0,105.953516,429.0,False,,,B-,True,8089.0,4.0,A ?,,False,,,,,True,-43300.0,400.0,x,AME2020,mass_1.mas20,,False,False
